year	i	j	role
2022	d26dea7f55408e27736e09f2b4ef00cf	32	p
2022	9d5f3e6a1c127701fff52458a968bd5c	32	p
2022	c4461a55462b15edb6df381a0ceaab7c	32	p
2022	8441a97d590ebb34c8f1162115187f3b	32	p
2022	dde29078ac8e8ee4fa38151eff4e945b	32	p
2022	d663795334e7c10d7ba1e8fb6e9f0427	33	c
2022	f9e31132339056eff2586c79199ae6e2	33	d
2022	2127709a5ee3b8b03e76c4cd10f760d9	33	p
2022	4c03905062e152119c5cb3320a045f93	33	p
2022	64cf2c35bc7248cb614b143e6e8d66a0	34	c
2022	41fcc10c2c65f79f78e496ff33601297	34	p
2022	7f80ecf4ef5e8183bc468c12ffa7229c	34	p
2022	f2682b905d95dd573591ba08fbb86dbd	34	p
2022	b3ad0adbdf14da369e2c0be0fe84c8be	34	p
2022	a28f28b39d5c61df37dcc562bbe4661a	34	p
2022	6a3403810bc74ca17e4ff13ee98aefdc	34	p
2022	8c49c8a0273f35c531c4a2940d8a7b36	34	p
2022	161c003f6a4efadb76f7bfa35cbd83f7	34	p
2022	3ee7c286eef1d70299825d094a13c6ec	34	p
2022	0f904a2da933ec52ed9fe6b9af1f09d2	34	p
2022	a0b4c452af3dd49c5325f3093c36b3e4	34	p
2022	4737618fdb0e4ca74e82ce2b7d2deacb	36	c
2022	8ad6f452e7ffb135e25801157f43d5ff	36	d
2022	2bd6f283927a36fc864cd01ccc499c94	36	p
2022	27a6439c736be66040e58b62ee72b110	36	p
2022	c87ad48cb2e2b9953bbece652fcfd611	36	p
2022	031d0aebba975048354280b50c1e972f	36	p
2022	4d528ab7ca1db51095d3ce61615af0bf	36	p
2022	0df17f61917b761f76b3d5678a9517df	36	p
2022	28f1ea6ea64788b39bc13b991840f6fc	36	p
2022	c1025dbaf18b18ace728a19c2f504262	36	p
2022	b3cd10846edb2e2937a7dc0726b462c7	37	c
2022	a1f38ec92369dca440a57bf1b5d96908	37	d
2022	a1f38ec92369dca440a57bf1b5d96908	37	p
2022	3767425b687723a6e29c607941b3f907	37	p
2022	b3cd10846edb2e2937a7dc0726b462c7	37	p
2022	b3cd10846edb2e2937a7dc0726b462c7	37	p
2022	67773ba0bac140ffdaff2f508250e80b	37	p
2022	ab2f9beaaa2eaafd0770732b53cc6dca	37	p
2022	390281f0db448b7f2a9f1d481012b2e1	38	c
2022	89e07a94c673ffd59886060709eaa87e	38	d
2022	bf183f56c72058dba665e1595340c0bb	38	p
2022	674855103454b18a5626045eaf25b34d	38	p
2022	8eb4a8801b76817942dbfc3734f7b9a6	38	p
2022	a78a692a6d1a72ad9b440d134177d9cc	38	p
2022	161c003f6a4efadb76f7bfa35cbd83f7	38	p
2022	0f904a2da933ec52ed9fe6b9af1f09d2	38	p
2022	fc20686e5e391e5214ac3567def9a6ae	38	p
2022	e81405e99b376acdd5165803254f62e8	38	p
2022	771e534af55466434387c3a88b91b9ea	38	p
2022	62193df734e5c2fa2569045621f7184f	38	p
2022	62193df734e5c2fa2569045621f7184f	38	p
2022	53003370be46b98bbc602427c3254e0d	39	c
2022	6308a1d0ff0a369d92a56a258f91b3b8	39	d
2022	be999425f91f126444dbf06c69d34f9a	39	p
2022	53003370be46b98bbc602427c3254e0d	39	p
2022	77828a1c69906fc5a320b0397a35a6c2	39	p
2022	bac6af64d3c139186041674f65a144cb	39	p
2022	b087d30bbdc1ba832559920256117819	39	p
2022	affcd0f1546c6e38e185e53812a542f9	39	p
2022	7642713ca2ce5f9ab086dfe0d71b4603	39	p
2022	5e9736eb3d4c058dd20803f133b564cf	39	p
2022	ccd6178270ddd2fa68e4857ebcedc1c6	4	c
2022	ccd6178270ddd2fa68e4857ebcedc1c6	4	d
2022	c182e3dfe841a9dce7f5f042974cf685	4	p
2022	009ac072fa2fc3175ac05d775c6cbf14	4	p
2022	d8ebb77a194181b0f81b43888b86037c	4	p
2022	5a66f2f1241c63a48c588222a9da6a58	4	p
2022	abe35487d59924d1d1172aee831a3821	40	c
2022	fa112fd1e58012e5ee2d76b7700a2437	40	d
2022	6ff3e20393650044df94926789460bef	40	p
2022	6e96e426ee1986e20ff960eeea25970d	40	p
2022	5c0272f54e7e352de93aefe14ab3fe38	40	p
2022	1444cd4893d29f7fec9539a13c7166b6	40	p
2022	adac1f761cf20cbc13908bb39b1e5c6a	40	p
2022	26b960b688dae57450fdb01cd088d166	40	p
2022	504df68c786ec62b013e3c2927ad9dc6	42	d
2022	dcbd1c1d00fd0519464bac1d4a2dd4a0	42	d
2022	563bb95dc418e6e4262f4ae5e0d23b88	42	p
2022	cf63b8e8adc81f30154833c2821e1c1a	42	p
2022	20e0026f7f2676ae9132dea35722acc3	42	p
2022	3ee7c286eef1d70299825d094a13c6ec	42	p
2022	12b5078da86a71ac99bd857db7d2ebe8	42	p
2022	bf1fd3216c5ddae07f2972edeb22060b	42	p
2022	62193df734e5c2fa2569045621f7184f	42	p
2022	a87debc0ab979a35816496903cf795dd	42	p
2022	ac0fbb4a1b0e45a223d53bb069d060d7	43	c
2022	4aa66f0587e70096d2a172bd453f8e1c	43	d
2022	8ff62263a7d8962767944a551b5ed412	43	p
2022	a4a8a2337063a0c24a3505b39fc45e9a	43	p
2022	54da81341f6efb88ebbe1957dfcbdf41	43	p
2022	1d279dd8a64af15df37b8d1d883d13b3	43	p
2022	9a5ab3ae65cd88ab7c49d5f99a6a5e05	43	p
2022	7992df39d6401e0d8297a0ce70646d32	43	p
2022	8441a97d590ebb34c8f1162115187f3b	44	c
2022	dde29078ac8e8ee4fa38151eff4e945b	44	d
2022	cc1418306e654b8714b53667321efd24	44	p
2022	b6f46a1d9b3bad72a841f43ad2a064ed	44	p
2022	67800fa820727990c00061144c755119	44	p
2022	f919514fbdd67a3170bf869bf982ab13	44	p
2022	f3a5fe2f77e059074ce127329bb74903	46	c
2022	d9bf85c4daf1ffa51cde56d311baf3e0	46	d
2022	e6e38a99152491e44ba1252e236d49df	46	p
2022	280433a2d7bdbd87d92fd88e4d8d8d5c	46	p
2022	54df9fba105d39317045a6c779bf15be	46	p
2022	19f62c7d337729928a6a4c9f2ca43489	46	p
2022	eeebe5b94d9df5e0964e7489198ce253	46	p
2022	298b53c2dbb5eb0d943b1c4d7e86c6a7	46	p
2022	9bf1a07e9ba98be863c1b3af032bc005	46	p
2022	c508d0087d4c07fcde456cd74d93861c	46	p
2022	c66e58e3cebd40326adc2d18c7575b95	46	p
2022	30508bcefd9daa35a48c733147747b55	46	p
2022	4f323d5b90d533e05a3fe3b195285694	46	p
2022	948e3f250ef4ff115a09932f008c7918	46	p
2022	61a96d2c93aa8eef0f2a1175b2c310f9	46	p
2022	478e268d2803459431a45a2130401279	46	p
2022	cbca7b6eef06ab8183a7de19c059ceef	46	p
2022	c1025dbaf18b18ace728a19c2f504262	48	c
2022	c87ad48cb2e2b9953bbece652fcfd611	48	d
2022	799044a59da39933f69b662ca65da9f1	48	p
2022	3aa8fea196318a1319dc5641ef6f36b5	48	p
2022	146389f307ea4b069d116bf92d8e7546	48	p
2022	d00628188fa71a5f391b08bb4323bc17	48	p
2022	91e7b29f248a05949d0cf209b2fb4611	5	c
2022	050feb7e80b616e31d28d7dd9ffcb9f6	5	d
2022	1aeca31ed3aadb235fe28f533de36824	5	p
2022	b158e561beefb45921833760497cad35	5	p
2022	ee010c8a327ed8573d01caa6f331cad2	5	p
2022	3c37f1d2bb28162d903ff3b13e291f47	5	p
2022	58fa7f253ca334c1d002a12efcd83d6c	5	p
2022	74546be4384de246bc844e0e4e5e0f00	5	p
2022	96419c534a431c1e734a001b86757bf1	5	p
2022	e1142a7684865f2eb3b8d18f6291f80e	5	p
2022	6ff3e20393650044df94926789460bef	50	c
2022	de57510b1be1ebcbdc77fca9209bb645	50	d
2022	6ff3e20393650044df94926789460bef	50	p
2022	de57510b1be1ebcbdc77fca9209bb645	50	p
2022	61731c3a7e7827acc21b634ced9ffd6a	50	p
2022	f68e1444ebc0a311ec721ea417349f37	50	p
2022	69e1d0ba6631b638da23067e9f529e05	50	p
2022	98d7785d7cb2e9d0faddae49ad7cfcf5	50	p
2022	ddb1819b581a708c7b42bd88c11321ee	50	p
2022	08713fd82a2e44d0455ea89b30b10cec	51	c
2022	adac1f761cf20cbc13908bb39b1e5c6a	51	d
2022	73278e01f98e331c0a9b36455ed4c8b1	51	p
2022	fa112fd1e58012e5ee2d76b7700a2437	51	p
2022	b990535b037496daacc105aa0ba2581f	51	p
2022	69036b402c5f64dddba56113f761f649	51	p
2022	aa5a8b76e1cacbe39c9b063bf1581ca4	51	p
2022	8d6dbeeb1c67c7aca0e091f6ff9c0b98	51	p
2022	3d2aa1cd0f957324a1c2a5086b0226a1	51	p
2022	9f94d8b456eb5822976a4fbdeefe1d8d	52	c
2022	3a489ee138c7c737b799c60d271ef8b1	52	d
2022	ec3d97dc98f9d8ee7571ee62161b2a75	52	p
2022	9f94d8b456eb5822976a4fbdeefe1d8d	52	p
2022	15d66f9f1a60efd7c1f4048e52e3726f	52	p
2022	d4065a3bc4dd588072344fb5bcd07d0f	52	p
2022	8b8cfae4f035dd9343fc03ea09c40a8a	52	p
2022	c24c37d35103ad5ebe54174d477a9dba	52	p
2022	4f5e705b52dae7a1a405f2c24002be08	52	p
2022	0dffef0bf2a1a6c2e39c3f52037e3c81	53	d
2022	f06182fce2056318a4d3d15760f487d7	53	p
2022	f06182fce2056318a4d3d15760f487d7	53	p
2022	f8ff01ce7cb93524b554e9dff078cb64	53	p
2022	fe671e0bfcf273083361a1307a14d38f	53	p
2022	fe671e0bfcf273083361a1307a14d38f	53	p
2022	01dde479584662ec81d691ccc4f8f989	53	p
2022	01dde479584662ec81d691ccc4f8f989	53	p
2022	4e1098e1d106aaa863774bc4752f718e	53	p
2022	4e1098e1d106aaa863774bc4752f718e	53	p
2022	dafd35f0bde71eac36944a336ffa63d1	53	p
2022	dafd35f0bde71eac36944a336ffa63d1	53	p
2022	cc1418306e654b8714b53667321efd24	54	c
2022	cc1418306e654b8714b53667321efd24	54	d
2022	dba20f1f0da4a3674fb56ddfb5924bfb	54	d
2022	62aa1a862f4a366463170f912e9d3364	54	p
2022	e20c74db043a7554c4fb7204ac15a771	54	p
2022	5c7f90c2ce07547bac88458322b1b83b	54	p
2022	87eecb0c2d11ccd5a80a227f6f059cff	54	p
2022	86bd18ee3b43a219b4cd628085d41220	54	p
2022	13943957da765be6afd4fe3f84466e26	54	p
2022	075643e7e456c52fc5c64abdb9c2b855	54	p
2022	874076feac85001b6c3150622a21c592	54	p
2022	896c6faa9be2db6e64cbe112c6403804	54	p
2022	dba20f1f0da4a3674fb56ddfb5924bfb	54	p
2022	8f734b03fad56df50c055a40ea6af713	54	p
2022	7e94a3d806ddb8c5b14cdf001ee13f8e	54	p
2022	e56ed4ed1a77a94266c91f3e8fe5f4c8	54	p
2022	a209461cacd5a23af229acb670494278	54	p
2022	bb058783da72731209189cb8d2f881b1	54	p
2022	5c6170c9afd189c486cdd175f2737e70	55	c
2022	8f734b03fad56df50c055a40ea6af713	55	d
2022	ade109ea9ddf90db5b402d1178bb94b1	55	p
2022	ade109ea9ddf90db5b402d1178bb94b1	55	p
2022	4806b1960c8134c18654f64161a12029	55	p
2022	c9cede62eb58805ce1d6ddc96f9ebde2	55	p
2022	b67304991efc71bc3f7ea643256d316f	55	p
2022	7e94a3d806ddb8c5b14cdf001ee13f8e	55	p
2022	76735e3faf08d09a951153287700b511	56	c
2022	40e00508818bb1d5e384eb60845d04be	56	p
2022	f025e479bf1a99328fb901698e059481	56	p
2022	c3f331bb9397045ad5e05cf53e466371	56	p
2022	600cd9e192fcfe29088e09718ddea228	56	p
2022	22071e9d0ed5615d268ad2a3fe76dcd0	57	c
2022	ceb9ba19d243027f86ae5545a3c1e886	57	d
2022	35e97168e0835a99f767fc51e599a25e	57	p
2022	c164212474da7f6e6a9e2720da939a64	57	p
2022	d663fe63d7f1d3b2a1161b83be31ea23	57	p
2022	507684bacff4852dd2ceebe555ba8c77	57	p
2022	b60f1c9c059e1556a0e71e0423106346	57	p
2022	3fea7e3444a268bc904172ac9dd5f20c	57	p
2022	d8307543164851546828b8687578c8de	57	p
2022	055a0dc266aab59d613c2060c8003cf3	57	p
2022	d05585f7aab5ead20bd9acc68272e097	57	p
2022	ad7543d506b40d1c6f9dca91448763f5	57	p
2022	64bb870d04d45b6c61cd89c924a57982	57	p
2022	572b5e51ce802a623d007c5704c46d88	57	p
2022	f9f398fbd5761e8ecd4c3d1b51b94e80	57	p
2022	abf35c700441546df1e7d5b3562cb2ed	57	p
2022	f4ca4ef8cdd737e7a588d22449334c50	57	p
2022	6893bddc270a19b4376cd62f20985205	57	p
2022	66f2d9d090042fbffcbfaa4310c1717e	58	c
2022	e4f01e12f3ea89b2dd3ba1bddb6f200e	58	d
2022	e7dd2bf530b314394faf6d4413b3487b	58	p
2022	d83bbcb8f79d2550de3df085c27e628c	58	p
2022	8b08a23a1206ea1839f68ebba5951a77	58	p
2022	b94517451254c740ef31ebdab6d11bbc	58	p
2022	d846b1c388e15031c655e3a7fb0ef023	58	p
2022	5344cfc8d2450ed8be233b8e7642e5ad	58	p
2022	0962e1a809c223834e4784021e36dcf5	58	p
2022	67c6e71f6e851e81af31578083258d48	59	c
2022	794460fa8e667fe547defe49e028f24c	59	d
2022	c49b5e71329d3fb019cfed47e7089030	59	p
2022	b385405ff0b9564f6601d52de367510a	59	p
2022	648adba496b54e27128d08845d172399	59	p
2022	45cab003bd4c7e800db6cdb6b401cd7f	59	p
2022	0136ee9b364a75dbdb02c0a50db42f8d	59	p
2022	514843310f905cc2d73b5bec925d22ef	6	c
2022	950ff9a543c96c1cf204656846f357aa	6	d
2022	cf63b8e8adc81f30154833c2821e1c1a	6	p
2022	ca4197a3e6d6f8424818f0a487df02b6	6	p
2022	c7fb85af77cf65ba3754792e880cc160	6	p
2022	288b4cd4d27c8fc3d94b8f9fe45cbd71	60	c
2022	288b4cd4d27c8fc3d94b8f9fe45cbd71	60	d
2022	a93421e1111661e7347c79d75cfc4bcf	60	p
2022	a93421e1111661e7347c79d75cfc4bcf	60	p
2022	794460fa8e667fe547defe49e028f24c	60	p
2022	74500e30afccc872f3aa25a2c2ad9d12	61	c
2022	4cc8725f14928813153c9d8382f38557	61	d
2022	b6da389bc7419b137b374c2ee5280490	61	p
2022	fccf338470798403899777ea86b47ff7	61	p
2022	4cc8725f14928813153c9d8382f38557	61	p
2022	3aa8fea196318a1319dc5641ef6f36b5	62	c
2022	45cab003bd4c7e800db6cdb6b401cd7f	62	d
2022	4737618fdb0e4ca74e82ce2b7d2deacb	62	p
2022	041fe6e45f929658ed284d376f6faeb2	62	p
2022	774b5073d79ac5cdecc7bb21bb726b0c	62	p
2022	0c066d41f43e3076d8aa96146efe6a26	62	p
2022	1cc5c98484ad19b50a1e8bfe0c6028d8	62	p
2022	642d09b6f8ac147bb882a186bea502fc	62	p
2022	940d60ae4ccbeb86457afe95cf5a5282	62	p
2022	0f904a2da933ec52ed9fe6b9af1f09d2	62	p
2022	d817e9a86cbd3b56729201aa7eb686a4	62	p
2022	b9fc03d099eb9030735fbf5aec943624	62	p
2022	6aeb3bd8c93eb055e04e11c5f985a9c4	62	p
2022	d8799976a1e1dfd27db7fe7eeed45366	62	p
2022	d94967269b7f8ff78dd0234a09402952	62	p
2022	12550df0f24de8684fc78b192ce559fc	63	c
2022	11be0c03a8fd80665194d8a6111377c1	63	d
2022	3a2b5917e789afb7ec86dc449434fc50	63	p
2022	08713fd82a2e44d0455ea89b30b10cec	63	p
2022	06ee81b74f2b2353d9091cc6460b9924	63	p
2022	0de6c2b6683dc33bc0556f789e4ab370	63	p
2022	bab5cdb39c1e98a9e72b99f92a8a9157	64	c
2022	280e36f1765750fd2e670f1c21d564ab	64	d
2022	22c59d55d352dae6cc48c2764bc20798	64	p
2022	dc4eeba52f131ae787715cdcc6cd5673	64	p
2022	682407e2cce688f327824cc784c60e1b	64	p
2022	c11b7a2dffb1a7e824c077e5375cf107	64	p
2022	ed3c399779a308ccdf709ac1a5b3c2f9	64	p
2022	f049905aa1d58e9fdb4a47f0770bf56d	64	p
2022	d332659b6b64ce0af0dda763e671f25e	64	p
2022	177917fbd3673aab035d20a4e49cb9e8	64	p
2022	2e5550a28d202bfa9ac18e40a915c27f	64	p
2022	6a106c26c0c9ac5218db28cdbc1ad2de	64	p
2022	4b548e3e81986decf6091f45ccf23ddb	64	p
2022	d2833e211825cca7e59a1d3dfcd5e0b8	65	c
2022	4f137bbb35aaac8529d2a8bdce7bb01f	65	d
2022	4f137bbb35aaac8529d2a8bdce7bb01f	65	p
2022	46ebd4fb762c4e1df10f829e89ec6c65	65	p
2022	23a5b2ef1b92198ce81b36d11936c358	65	p
2022	11d2a58e06e578f5ed38f958769b5eee	65	p
2022	3fea7e3444a268bc904172ac9dd5f20c	65	p
2022	055a0dc266aab59d613c2060c8003cf3	65	p
2022	bf0f26e3f7bd37f89789e382ffd98c35	65	p
2022	a076f40f13dc1bd348ae6d3231ede8f0	65	p
2022	d2833e211825cca7e59a1d3dfcd5e0b8	65	p
2022	7c0fdff805f439c29c3b7292b81fab7e	66	c
2022	ee010c8a327ed8573d01caa6f331cad2	66	d
2022	946617b0c1755065d648f12a73e7addc	66	p
2022	583c635e63f7906f97c55bcaf7664a71	66	p
2022	d5cbce44970b023ca645f506ac2bfb52	66	p
2022	77b353d6f98e48cef5c3e844d3db1350	66	p
2022	8ad6f452e7ffb135e25801157f43d5ff	66	p
2022	050feb7e80b616e31d28d7dd9ffcb9f6	66	p
2022	91e7b29f248a05949d0cf209b2fb4611	66	p
2022	777ede5f839604eacaced692466fca1f	67	c
2022	34021d71e7aad56a7fce302ecf761aeb	67	d
2022	8ff62263a7d8962767944a551b5ed412	67	p
2022	64f5b3ab99098872cb5c0c188fabbc65	67	p
2022	5c6170c9afd189c486cdd175f2737e70	67	p
2022	9e92567a835d573ac353c556160eca87	67	p
2022	4d528ab7ca1db51095d3ce61615af0bf	7	c
2022	e1f525396ef455c8668bb9151f844c0d	7	d
2022	751f7df9bf971549376917b4c49f8424	7	p
2022	4737618fdb0e4ca74e82ce2b7d2deacb	7	p
2022	7d41a3b6fcb37d9de799e0a3f6f122be	7	p
2022	2368bd5c20e1dd034ccf3c6b8d576984	7	p
2022	a354198c9328d20c232fd43bf79fe578	7	p
2022	45cab003bd4c7e800db6cdb6b401cd7f	7	p
2022	3c57eeaac8afaf94570292e4e925f487	7	p
2022	e1f525396ef455c8668bb9151f844c0d	7	p
2022	8b08a23a1206ea1839f68ebba5951a77	71	c
2022	581ca14d1357acc610f0850b368937dc	71	d
2022	b400bf3bb2b80f0dba2b09d823e99235	71	p
2022	af62aa090bff491986a48093019d0e0a	71	p
2022	2cfcb219c900ae26b4bbc08feeb21aae	71	p
2022	66f2d9d090042fbffcbfaa4310c1717e	71	p
2022	30f6d61be04729998774396abba5dfc7	71	p
2022	e4f01e12f3ea89b2dd3ba1bddb6f200e	71	p
2022	e39fb819dbeb1a887fd719ce9abe1ebc	72	c
2022	89b6bdd3a9598cc0bd36489629061273	72	d
2022	89b6bdd3a9598cc0bd36489629061273	72	p
2022	81a6f281c101021af9f404969d72c949	72	p
2022	5e120d763d69e37c304e2b5573e84e17	72	p
2022	4fc25471f495a429df881c09b728d423	72	p
2022	566abc07e8fd16e681f3739c7abafaab	72	p
2022	d70ff70349fb526700f89a992e24e48e	72	p
2022	39adc3bf07e4924fddc896767cbb9805	72	p
2022	86d1875bbde8eb95c7e82613df08a30e	73	c
2022	9bd4bd1f4cdd65099f79861ade2c3f52	73	p
2022	d6f8c43fd5b73868bbf4ff4a2383d0e5	73	p
2022	d10172bcf55092e5addba994f4d6a4fa	73	p
2022	e263efcfe089b0338c724b9951f885c7	73	p
2022	40ea9d163c1c12212e8b6c5f2ad72d95	73	p
2022	d050ef97f1404adc4453d7fcf357b5da	73	p
2022	6db15ad02ad3bca911369899222fb1e2	73	p
2022	67c6e71f6e851e81af31578083258d48	73	p
2022	e7f5ce814e0803b64df08b8a12114d6b	73	p
2022	f46001aaa3e9096702e6cce746cbbec5	73	p
2022	1190010cba2a194a93dbccffb72e7d01	74	c
2022	2f695313f347dda2b3ce773a6d4c960d	74	d
2022	2bbfc46fcf9871758615f02ff428a2c4	74	p
2022	6c05b4b261160b64dfeef610d9dca8af	74	p
2022	8eda5baeada04552def879ebe4a98b0b	74	p
2022	b4c364759ef56d48518a5545d7a9b088	74	p
2022	656fdc7e96b81a3ff596fc4603aae1a5	74	p
2022	43d3bf3ae545f35472e55ba7469f0410	74	p
2022	edb68b11599a419b61f37e3a367e431c	74	p
2022	88831e4422c30c6235be534932f0923f	74	p
2022	7815af43893f54c4440111f49195bc9e	74	p
2022	8635241000b6cd0aee99fb2479b67e1f	74	p
2022	c82ea44d4ce0aa07d7d646b9f0da417b	74	p
2022	7f782e265a2fc9d8aaea3c7e83ca9be9	74	p
2022	9beb9ea4b3f33d5c776795e5b66730d0	74	p
2022	658b4ff384b03e9d00df2591941c0ca0	76	c
2022	670b936df411f602a49055d91a3a8553	76	d
2022	c241554ef0af8e97d12f94faa1321159	76	d
2022	8ad3f2bf77396f516aab4fedd0005ddd	76	p
2022	75a25012dcee16143e8c71a669d7ebbb	76	p
2022	47528eb9c822f062c30e80d0833aa0fa	76	p
2022	e611e5510c3a7ab511c7e433a9ee6e34	76	p
2022	581ca14d1357acc610f0850b368937dc	76	p
2022	658b4ff384b03e9d00df2591941c0ca0	76	p
2022	c241554ef0af8e97d12f94faa1321159	76	p
2022	b4581eca5e8b22451cb1400b6e6275f6	77	c
2022	668b4a17ebcc7e107448ca831670e343	77	d
2022	e59bfcc3eef05cc80041207c37ac2f84	77	d
2022	d130e6d9756300ea867ac2918efc1037	77	p
2022	668b4a17ebcc7e107448ca831670e343	77	p
2022	b4581eca5e8b22451cb1400b6e6275f6	77	p
2022	4484f4a346703120aea7fa50747bfea8	77	p
2022	bb4f1566469351a6faad71d26ad5fd82	77	p
2022	0f437ca5a0821a1cb5a04f6deeed384d	77	p
2022	9177a0a6701fdcb5c37674aca381d670	77	p
2022	e59bfcc3eef05cc80041207c37ac2f84	77	p
2022	f0acde334eecaf9b06da664d26c9752e	77	p
2022	8f65403334129788efdd24510a24510f	77	p
2022	bcb869c2c3638cd848831f3e1eddc102	77	p
2022	af96abc33ef2158b64111142ebf22eb9	77	p
2022	c87463aafc3408d0a6b0633ebfabc819	78	c
2022	82916e9a46df7751e3e32b1cd42f3d7d	78	d
2022	d1289a81bc6ceffbe075fffc28a20c61	78	p
2022	77828a1c69906fc5a320b0397a35a6c2	78	p
2022	fb070d3f2dd29bd62148664e14ac91d3	78	p
2022	bfd8a55f1d3ad0262776578ef105e5e5	78	p
2022	d4aa695e4d55a3c40d254f5e4bbeb31c	78	p
2022	33369fa8664de95c95f6fd1ef37bd676	78	p
2022	68dd20e50f0098b027a916b8cbd79229	78	p
2022	d91d0ea7e2d703cfe25dfe32b187c77a	78	p
2022	cb7905e0c90444682f4fd29901d9a7de	78	p
2022	ca4197a3e6d6f8424818f0a487df02b6	79	c
2022	bd89291f7c03b0f68c9301f4884fba29	79	d
2022	1869d9b1bd7b679ab1ab538737a92c6a	79	p
2022	999ad39bf8a42bd389f010019878cdf8	79	p
2022	d8f6cb59dbdad1e19054dcdc614db5b4	79	p
2022	cd36db81548e2f2494eb9ea68608daf8	79	p
2022	cd47fac6a1421b3c306a35a0a984f275	79	p
2022	97d012d87713553d8bfc1562562e7e00	79	p
2022	38794bc0069e80ab25c73a084a5064e4	79	p
2022	13f4a79fff03c9b6dc91f17e29c3845f	8	c
2022	2abb75eb8d2e95ca179a77f515401bc7	8	d
2022	64c2b817be28410dfd6f9cc2cc8ab9d7	8	p
2022	2abb75eb8d2e95ca179a77f515401bc7	8	p
2022	fc52baaa643c614a2ce0b69c3da3d098	8	p
2022	0bc88073ca8425b62f6b0b8c7d2f0bed	8	p
2022	b909e2403e1d208b7ae5b073ecea3795	8	p
2022	a1398e3f67a7f4ff71294ef4e18d44b9	8	p
2022	f47f34a6e083d654b5dffa96d82f18c7	80	c
2022	c8c0817a02e8ac4445a8cff82acf28c6	80	d
2022	41ca114f61e0877f3526484fc8bb524f	80	p
2022	c8c0817a02e8ac4445a8cff82acf28c6	80	p
2022	826f960fd94a70b29e44f378b77305d6	80	p
2022	167b4b18f5d8c6bd9f12d4b3cd75165c	80	p
2022	12d088bc03b2af8869f16eb2aaa43e2a	80	p
2022	12d088bc03b2af8869f16eb2aaa43e2a	80	p
2022	4c7f59305e05e2f97fe3da83dc120e79	80	p
2022	d846b1c388e15031c655e3a7fb0ef023	80	p
2022	0962e1a809c223834e4784021e36dcf5	80	p
2022	e20c74db043a7554c4fb7204ac15a771	81	c
2022	27f871818b1b7eda03ef7de157d9aba8	81	d
2022	4f797eaeadf52783bd5253f9bcd1e709	81	p
2022	5488f7a5500b7e5705047be7bd8c7aa2	81	p
2022	de025fab7e79e8b25952654ca1c187aa	81	p
2022	260aa3ed9554870632e01b43e9905fe2	81	p
2022	ace0f832a3c822df7ad173aa8b692b33	81	p
2022	b516f5a1cb7c34d4229c671ea12421af	81	p
2022	84b9e9c89e2d4fc95e61959bd0202da2	81	p
2022	7217dea8f01c31537d724104c7353bc3	81	p
2022	0703434b430bd233c9f915ff24d97d14	81	p
2022	45f572f7bb7c212678258f31487b79d4	81	p
2022	c5cc21af9f1e550ad250b367572c4c2d	81	p
2022	ef60f5ae3f3b4a7437def41b9b5e9533	82	c
2022	73aef8def6f78a44d8d18521a7031152	82	d
2022	86bd18ee3b43a219b4cd628085d41220	82	p
2022	88055bda6200ad892a96022c24bbf7b1	82	p
2022	1a50c9032e41e809a567e77a003736f3	82	p
2022	0d4b9a9573f5a4b7658534b344ff926a	82	p
2022	2e57349f2bc06007062d5162dcca7f54	82	p
2022	2a7811f1319453058bb6ba2dd37b6c2e	82	p
2022	4956bdf12b78098d5a2cd83a13c9eb55	82	p
2022	b990535b037496daacc105aa0ba2581f	83	c
2022	894cdc912017f5450cbc155588568819	83	d
2022	a9541542dbc4d76299a200a80d8ddbe8	83	p
2022	760f2dd3d1715fd303d851e1ec672b41	83	p
2022	3b4cba873d7d8112441a77ca2fea538d	83	p
2022	3b4cba873d7d8112441a77ca2fea538d	83	p
2022	8e7e1ed50c3410aa2d3c4d77784c295d	83	p
2022	47947861f85a686ea6df2d63245356ff	83	p
2022	894cdc912017f5450cbc155588568819	83	p
2022	eb13268e69acf1c1c86c37063353bb4a	84	c
2022	9f94d8b456eb5822976a4fbdeefe1d8d	84	d
2022	7a1edd7f2ef434e39acbc08907a9b93e	84	p
2022	fe65103d5e0ac4787e3296f9d0b3fae6	84	p
2022	0a68447a56982c7bd2b72ee0741ca136	84	p
2022	038c84430c0e00c111840601a0cca6a5	84	p
2022	79a4093c1c75747d7e57bac1a037a410	84	p
2022	5896a9ad86189a7453d29b6fca5bd3e6	84	p
2022	7217dea8f01c31537d724104c7353bc3	84	p
2022	c20b18bac0e64f31fefb6ad4a7d92c28	84	p
2022	b8450f843a0248a22db266010ce2787f	84	p
2022	97e885dd3117876666a45c6158dc8f93	84	p
2022	eb13268e69acf1c1c86c37063353bb4a	84	p
2022	eb13268e69acf1c1c86c37063353bb4a	84	p
2022	97d012d87713553d8bfc1562562e7e00	84	p
2022	de5d6ec9fddef02b1a0d826e2d02188d	84	p
2022	8b7c75e495fd958976021a4e5e2191c0	84	p
2022	2127709a5ee3b8b03e76c4cd10f760d9	86	c
2022	cbb0a41de67418085e436da51c71ba86	86	d
2022	514843310f905cc2d73b5bec925d22ef	86	p
2022	8c687778d9328e48ca3e930d018d5a45	86	p
2022	a895007fb1f651de11e63a8a926b35e3	86	p
2022	36cb942c6717bcbc2ae5162a0b7995b5	86	p
